Wordnum_1,Analyzed_1,Word_1,Onset_1,Offset_1,Cloze_1,,,Wordnum_p2,Wordnum_2,Analyzed_2,Word_2,Onset_2,Offset_2,Cloze_2
634,0,Mom,249.179999,249.399999,0.00,,,634,2890,0,Javier.,244.63,245.33,0.67
635,0,handed,249.4,249.79,0.00,,,635,2891,0,Motive:,245.77,246.23,0.20
636,0,Tully,249.79,250.24,0.00,,,636,2892,0,profit,246.65,247.03,0.00
637,0,her,250.26,250.41,0.33,,,637,2893,0,from,247.03,247.21,0.10
638,0,lunch,250.41,250.71,0.20,,,638,2894,0,sale,247.21,247.43,0.23
639,1,box,250.709999,251.079999,0.10,,,639,2895,0,of,247.429999,247.509999,0.77
640,0,and,251.24,251.39,0.60,,,640,2896,0,Coco,247.549999,247.969999,0.07
641,0,a,251.389999,251.399999,0.07,,,641,2897,0,and,248.04,248.169,0.43
642,0,breakfast,251.4,251.81,0.07,,,642,2898,0,her,248.17,248.42,0.13
643,0,bar.,251.82,252.09,0.37,,,643,2899,0,adorable,248.429999,249.009999,0.00
644,0,Tully,253.18,253.19,0.80,,,644,2900,0,baby,249.03,249.34,0.50
645,0,ran,253.19,253.42,0.07,,,645,2901,0,turtles.,249.339999,249.859999,0.37
646,0,outside,253.42,253.87,0.03,,,646,2902,0,Evidence:,250.559999,251.099999,0.03
647,0,to,253.88,254.01,0.67,,,647,2903,0,"weird,",251.51,251.97,0.00
648,0,get,254.01,254.14,0.07,,,648,2904,0,nervous,251.99,252.44,0.03
649,0,on,254.14,254.25,0.37,,,649,2905,0,"behavior,",252.440001,253.010001,0.17
650,0,the,254.25,254.36,0.93,,,650,2906,0,possibly,253.39,253.95,0.00
651,1,bus,254.36,254.7,0.80,,,651,2907,0,because,253.95,254.22,0.07
652,0,and,254.73,254.9,0.47,,,652,2908,0,of,254.22,254.35,0.20
653,0,headed,254.9,255.17,0.00,,,653,2909,0,guilty,254.35,254.62,0.03
654,0,to,255.17,255.27,0.93,,,654,2910,1,conscience.,254.62,255.24,0.27
655,0,school.,255.27,255.71,0.93,,,655,2911,0,"Javier,",256.09,256.67,0.03
656,0,At,256.43,256.62,0.03,,,656,2912,0,could,257.07,257.22,0.00
657,0,"school,",256.62,257.14,0.70,,,657,2913,0,you,257.22,257.31,0.73
658,0,Mrs,257.31,257.64,0.00,,,658,2914,0,tell,257.31,257.49,0.30
659,0,Holmes,257.64,257.97,0.00,,,659,2915,0,us,257.49,257.65,0.43
660,0,was,257.97,258.12,0.33,,,660,2916,0,everything,257.71,258.19,0.00
661,0,standing,258.12,258.52,0.03,,,661,2917,0,you,258.19,258.32,0.67
662,0,at,258.52,258.63,0.30,,,662,2918,0,did,258.32,258.5,0.13
663,0,the,258.63,258.73,0.90,,,663,2919,0,yesterday,258.5,259.05,0.43
664,0,front,258.73,259.03,0.17,,,664,2920,0,from,259.1,259.29,0.07
665,1,door,259.03,259.37,0.43,,,665,2921,0,before,259.29,259.66,0.00
666,0,greeting,259.44,259.78,0.03,,,666,2922,0,lunch,259.66,260,0.27
667,0,students,259.78,260.2,0.10,,,667,2923,0,until,260.05,260.25,0.37
668,0,as,260.2,260.34,0.47,,,668,2924,0,you,260.25,260.38,0.03
669,0,they,260.349999,260.479999,0.93,,,669,2925,0,left,260.389999,260.609999,0.37
670,0,came,260.48,260.72,0.37,,,670,2926,0,extended,260.61,261.06,0.00
671,0,in.,260.72,261,0.67,,,671,2927,0,day?,261.07,261.39,0.00
672,0,On,261.83,262,0.00,,,672,2928,0,Tully,262.12,262.37,0.43
673,0,Wednesday,262,262.39,0.00,,,673,2929,0,asked,262.38,262.65,0.90
674,0,mornings,262.389999,262.879999,0.13,,,674,2930,0,very,262.67,263.13,0.03
675,0,and,262.91,263.08,0.03,,,675,2931,0,seriously.,263.13,263.82,0.13
676,0,Friday,263.08,263.4,0.23,,,676,2932,0,Javier's,264.509999,264.719999,0.00
677,0,"afternoons,",263.4,264.02,0.27,,,677,2933,0,face,264.96,265.24,0.30
678,0,students,264.34,264.72,0.00,,,678,2934,0,crumpled.,265.24,265.73,0.00
679,0,went,264.719999,264.879999,0.17,,,679,2935,0,You,266.48,266.61,0.00
680,0,upstairs,264.91,265.49,0.00,,,680,2936,0,think,266.62,266.86,0.27
681,0,to,265.509999,265.599999,0.93,,,681,2937,0,I,266.99,267.36,0.87
682,0,the,265.599999,265.719999,0.53,,,682,2938,0,took,267.39,267.58,0.17
683,0,library.,265.719999,266.299999,0.13,,,683,2939,0,Coco?,267.589999,268.149999,0.00
684,0,The,267.219999,267.369999,0.03,,,684,2940,0,Tully,268.889999,269.139999,0.03
685,0,library,267.37,267.95,0.30,,,685,2941,0,felt,269.139999,269.349999,0.00
686,0,was,267.95,268.12,0.83,,,686,2942,0,a,269.35,269.42,0.00
687,0,a,268.119999,268.189999,0.00,,,687,2943,0,prick,269.42,269.71,0.00
688,0,huge,268.190001,268.820001,0.03,,,688,2944,0,of,269.709999,269.849999,0.37
689,1,room,268.82,269.24,0.73,,,689,2945,0,sympathy.,269.85,270.35,0.03
690,0,with,269.289999,269.469999,0.60,,,690,2946,0,But,270.88,271.05,0.03
691,0,thousands,269.65,270.14,0.00,,,691,2947,0,detectives,271.05,271.56,0.00
692,0,of,270.139999,270.309999,0.93,,,692,2948,0,must,271.56,271.82,0.03
693,1,books,270.32,270.88,0.97,,,693,2949,0,be,271.82,271.96,0.27
694,0,stacked,271.06,271.39,0.00,,,694,2950,0,tough,271.96,272.28,0.00
695,0,on,271.39,271.59,0.23,,,695,2951,0,to,272.31,272.43,0.03
696,0,rows,271.59,271.84,0.00,,,696,2952,0,get,272.43,272.58,0.07
697,0,of,271.84,271.97,0.63,,,697,2953,0,the,272.58,272.67,0.30
698,0,shelves,271.97,272.35,0.67,,,698,2954,0,truth.,272.67,273.03,0.10
699,0,that,272.35,272.46,0.10,,,699,2955,0,"Javier,",273.89,274.5,0.03
700,0,went,272.46,272.66,0.20,,,700,2956,0,we,274.58,274.76,0.33
701,0,all,272.72,272.95,0.07,,,701,2957,0,need,274.8,275.16,0.03
702,0,the,272.96,273.05,0.80,,,702,2958,0,the,275.18,275.33,0.07
703,0,way,273.05,273.18,0.93,,,703,2959,0,facts.,275.33,275.91,0.03
704,0,up,273.22,273.41,0.23,,,704,2960,0,Javier,277.03,277.38,0.17
705,0,to,273.41,273.54,0.60,,,705,2961,0,shook,277.39,277.59,0.00
706,0,the,273.54,273.69,0.97,,,706,2962,0,his,277.59,277.71,0.90
707,1,ceiling.,273.69,274.22,0.73,,,707,2963,0,head.,277.71,278,0.90
708,0,The,275.33,275.45,0.27,,,708,2964,0,I,278.65,279.02,0.41
709,0,"librarian,",275.45,276.17,0.07,,,709,2965,0,went,279.04,279.26,0.00
710,0,Mr,276.32,276.64,0.00,,,710,2966,0,to,279.26,279.32,0.83
711,0,"Hornswoggle,",276.64,277.29,0.00,,,711,2967,0,the,279.32,279.42,0.48
712,0,had,277.63,277.79,0.00,,,712,2968,0,same,279.42,279.69,0.00
713,0,to,277.79,277.82,0.03,,,713,2969,0,classes,279.69,280.08,0.21
714,0,use,277.82,277.97,0.10,,,714,2970,0,as,280.08,280.26,0.31
715,0,a,277.96,278.7,0.37,,,715,2971,0,you,280.26,280.42,0.45
716,0,stepladder,278.7,278.76,0.00,,,716,2972,0,did.,280.42,280.74,0.52
717,0,to,278.76,278.84,0.97,,,717,2973,0,You,281.07,281.16,0.03
718,0,reach,278.84,279.06,0.43,,,718,2974,0,can,281.16,281.29,0.00
719,0,the,279.059999,279.169999,0.77,,,719,2975,0,ask,281.3,281.54,0.14
720,0,highest,279.17,279.65,0.03,,,720,2976,0,Miss,281.54,281.7,0.03
721,1,books.,279.69,280.17,0.40,,,721,2977,0,Flores.,281.71,282.26,0.07
722,0,Mr,281.28,281.6,0.00,,,722,2978,0,I,282.62,282.73,0.17
723,0,Hornswoggle,281.599999,282.169999,0.33,,,723,2979,0,never,282.73,283.09,0.00
724,0,really,282.19,282.55,0.00,,,724,2980,0,asked,283.09,283.31,0.03
725,0,loved,282.55,282.78,0.03,,,725,2981,0,for,283.32,283.45,0.00
726,0,books.,282.809999,283.219999,0.37,,,726,2982,0,a,283.45,283.51,0.38
727,0,He,283.66,283.87,0.83,,,727,2983,0,hall,283.509999,283.709999,0.34
728,0,also,283.87,284.17,0.00,,,728,2984,1,pass.,283.71,284.18,0.90
729,0,loved,284.17,284.38,0.70,,,729,2985,0,After,284.86,285.21,0.00
730,0,animals.,284.4,284.93,0.00,,,730,2986,0,"school,",285.21,285.8,0.14
731,0,Even,285.61,285.9,0.00,,,731,2987,0,I,285.83,286.09,0.83
732,0,though,285.9,285.99,0.23,,,732,2988,0,walked,286.09,286.34,0.00
733,0,the,285.99,286.09,0.03,,,733,2989,0,to,286.35,286.44,0.41
734,0,library,286.09,286.7,0.20,,,734,2990,0,extended,286.440001,286.820001,0.10
735,0,was,286.709999,286.939999,0.67,,,735,2991,1,day,286.82,286.95,0.59
736,0,technically,286.969999,287.529999,0.00,,,736,2992,0,with,286.949999,287.089999,0.00
737,0,not,287.529999,287.709999,0.33,,,737,2993,0,Alex.,287.09,287.6,0.17
738,0,a,287.709999,287.759999,0.53,,,738,2994,0,I,288.08,288.17,0.07
739,0,"classroom,",287.76,288.3,0.13,,,739,2995,0,was,288.17,288.31,0.10
740,0,he,288.59,288.79,0.40,,,740,2996,0,with,288.309999,288.459999,0.21
741,0,had,288.79,288.93,0.10,,,741,2997,0,him,288.46,288.57,0.38
742,0,more,288.93,289.08,0.00,,,742,2998,0,the,288.57,288.66,0.52
743,0,class,289.08,289.41,0.03,,,743,2999,0,whole,288.66,288.96,0.48
744,0,pets,289.44,289.76,0.03,,,744,3000,0,time.,288.96,289.49,0.76
745,0,than,289.76,289.96,0.90,,,745,3001,0,Alex,290.2,290.5,0.00
746,0,any,290.06,290.35,0.37,,,746,3002,0,nodded.,290.52,290.89,0.00
747,0,of,290.35,290.47,0.03,,,747,3003,0,That,291.4,291.55,0.00
748,0,the,290.47,290.6,0.87,,,748,3004,0,is,291.55,291.71,0.73
749,0,other,290.6,290.82,0.50,,,749,3005,0,true.,291.71,292.15,0.10
750,0,teachers.,290.82,291.36,0.43,,,750,3006,0,"Well,",292.76,293.13,0.00
751,0,As,292.55,292.72,0.00,,,751,3007,0,we,293.49,293.62,0.03
752,0,soon,292.72,292.94,0.00,,,752,3008,0,will,293.62,293.72,0.00
753,0,as,292.94,293.06,0.97,,,753,3009,0,check,293.72,293.93,0.03
754,0,they,293.06,293.2,0.00,,,754,3010,0,your,293.93,294.03,0.03
755,0,got,293.2,293.42,0.07,,,755,3011,0,alibi,294.03,294.42,0.27
756,0,to,293.42,293.59,0.60,,,756,3012,0,with,294.42,294.56,0.27
757,0,the,293.515,293.61,0.83,,,757,3013,0,Miss,294.56,294.74,0.13
758,0,"library,",293.61,294.2,0.90,,,758,3014,0,Flores.,294.75,295.26,0.40
759,0,the,294.325,294.62,0.47,,,759,3015,0,Tully,295.5,295.79,0.27
760,0,Gumshoe,294.62,294.81,0.00,,,760,3016,0,said.,295.79,296.08,0.37
761,0,gang,294.81,295.16,0.43,,,761,3017,0,"So,",296.77,297.17,0.00
762,0,ran,295.17,295.45,0.03,,,762,3018,0,can,297.53,297.7,0.00
763,0,over,295.45,295.73,0.03,,,763,3019,0,I,297.7,297.85,0.07
764,0,to,295.73,295.86,0.83,,,764,3020,0,go,297.95,298.21,0.27
765,0,say,295.86,296.05,0.00,,,765,3021,0,now?,298.21,298.68,0.00
766,0,hello.,296.05,296.53,0.50,,,766,3022,0,Javier,299.44,299.82,0.27
767,0,The,297.34,297.46,0.03,,,767,3023,0,folded,299.82,300.2,0.00
768,0,pets,297.46,297.73,0.03,,,768,3024,0,and,300.2,300.32,0.03
769,0,were,297.73,297.87,0.73,,,769,3025,0,unfolded,300.32,300.79,0.03
770,0,lined,297.87,298.14,0.00,,,770,3026,0,his,300.79,300.94,0.80
771,0,up,298.15,298.29,0.97,,,771,3027,1,hands,300.94,301.2,0.33
772,0,in,298.29,298.43,0.43,,,772,3028,0,in,301.2,301.3,0.13
773,0,glass,298.429999,298.749999,0.00,,,773,3029,0,his,301.299999,301.439999,0.23
774,1,cages,298.75,299.21,0.53,,,774,3030,0,lap.,301.44,301.74,0.43
775,0,beneath,299.21,299.51,0.00,,,775,3031,0,He,302.16,302.31,0.10
776,0,the,299.509999,299.599999,0.90,,,776,3032,0,kicked,302.309999,302.529999,0.00
777,0,windows.,299.599999,299.989999,0.23,,,777,3033,0,at,302.53,302.64,0.00
778,0,There,300.679999,300.909999,0.03,,,778,3034,0,the,302.639999,302.729999,0.87
779,0,was,300.91,301.29,0.23,,,779,3035,0,dirt,302.73,302.95,0.30
780,0,a,301.34,301.46,0.70,,,780,3036,0,beneath,302.95,303.22,0.00
781,0,black,301.46,301.82,0.00,,,781,3037,0,his,303.219999,303.369999,0.70
782,0,rat,301.82,302.1,0.13,,,782,3038,1,swing.,303.37,303.75,0.07
783,0,snake,302.099999,302.469999,0.00,,,783,3039,0,If,304.549999,304.679999,0.00
784,0,named,302.5,302.87,0.07,,,784,3040,0,you,304.68,304.8,0.40
785,0,"Zake,",302.87,302.98,0.00,,,785,3041,0,didn't,304.799999,305.049999,0.00
786,0,a,302.98,302.99,0.30,,,786,3042,0,do,305.049999,305.229999,0.33
787,0,white,303.75,304.11,0.23,,,787,3043,0,"it,",305.23,305.45,0.77
788,0,fluffy,304.109999,304.519999,0.00,,,788,3044,0,then,305.73,305.86,0.80
789,0,hamster,304.52,304.98,0.07,,,789,3045,0,how,305.859999,305.989999,0.00
790,0,named,304.98,305.25,0.90,,,790,3046,0,come,305.99,306.11,0.03
791,0,"Howard,",305.25,305.75,0.00,,,791,3047,0,you're,306.109999,306.249999,0.00
792,0,and,306.01,306.18,0.47,,,792,3048,0,acting,306.25,306.62,0.20
793,0,a,306.18,306.24,0.97,,,793,3049,0,so,306.62,307,0.47
794,0,gigantic,306.24,307.1,0.00,,,794,3050,0,strange?,307,307.8,0.00
795,0,tarantula,307.1,307.96,0.00,,,795,3051,0,Tully,308.27,308.56,0.27
796,0,called,308.01,308.34,0.00,,,796,3052,0,narrowed,308.56,308.86,0.00
797,0,Fluffy.,308.34,308.98,0.03,,,797,3053,0,her,308.86,309.02,0.87
798,0,Let,309.64,309.83,0.00,,,798,3054,1,eyes,309.02,309.26,0.77
799,0,me,309.83,309.94,0.27,,,799,3055,0,at,309.26,309.36,0.57
800,0,tell,309.94,310.1,0.20,,,800,3056,0,him.,309.36,309.61,0.33
801,0,"you,",310.1,310.47,0.93,,,801,3057,0,Javier,310.7,311.09,NA
802,0,even,310.78,311.1,0.00,,,802,3058,0,took,311.09,311.27,0.00
803,0,though,311.1,311.31,0.50,,,803,3059,0,a,311.27,311.33,0.40
804,0,he,311.32,311.47,0.03,,,804,3060,0,deep,311.33,311.56,0.13
805,0,was,311.47,311.66,0.60,,,805,3061,1,breath,311.57,311.92,0.83
806,0,"hairy,",311.66,312.13,0.00,,,806,3062,0,and,312.02,312.18,1.00
807,0,that,312.18,312.42,0.00,,,807,3063,0,then,312.18,312.34,0.03
808,0,spider,312.42,312.97,0.27,,,808,3064,0,said,312.35,312.66,0.23
809,0,was,312.98,313.23,0.83,,,809,3065,0,all,312.75,313.06,0.00
810,0,definitely,313.35,313.99,0.00,,,810,3066,0,in,313.07,313.17,0.00
811,0,not,313.99,314.26,0.30,,,811,3067,0,a,313.17,313.24,0.10
812,0,fluffy.,314.26,314.79,NA,,,812,3068,0,"rush,",313.24,313.68,0.13
813,0,There,315.82,315.94,0.00,,,813,3069,0,I'm,314.47,314.63,0.00
814,0,was,315.94,316.06,0.73,,,814,3070,0,not,314.63,314.79,0.53
815,0,also,316.07,316.41,NA,,,815,3071,0,supposed,314.79,315.05,0.00
816,0,Coco,316.41,316.9,0.00,,,816,3072,0,to,315.05,315.13,1.00
817,0,the,316.96,317.06,0.80,,,817,3073,0,tell,315.13,315.56,0.43
818,0,turtle.,317.059999,317.469999,0.17,,,818,3074,0,that,315.61,315.84,0.00
819,0,Sometimes,318.429999,319.009999,0.00,,,819,3075,0,Tully's,315.84,316.11,0.00
820,0,when,319.009999,319.109999,0.07,,,820,3076,0,mother,316.139999,316.369999,0.00
821,0,he,319.11,319.2,0.13,,,821,3077,0,came,316.37,316.6,0.00
822,0,opened,319.2,319.49,0.00,,,822,3078,0,into,316.599999,316.749999,0.63
823,0,his,319.49,319.61,0.23,,,823,3079,0,Claws,316.75,317,0.00
824,1,"mouth,",319.61,319.93,0.40,,,824,3080,0,and,317,317.12,0.70
825,0,he,320.17,320.3,0.60,,,825,3081,0,Paws,317.12,317.58,0.43
826,0,looked,320.299999,320.499999,0.03,,,826,3082,0,to,317.66,317.81,0.17
827,0,like,320.5,320.63,0.63,,,827,3083,0,buy,317.809999,318.029999,0.63
828,0,he,320.63,320.74,0.33,,,828,3084,0,Tully,318.07,318.43,0.03
829,0,was,320.74,320.91,NA,,,829,3085,0,a,318.44,318.52,1.00
830,0,grinning,320.91,321.28,0.00,,,830,3086,1,pet,318.52,318.73,0.37
831,0,at,321.28,321.42,0.30,,,831,3087,0,for,318.73,318.82,0.37
832,0,you.,321.42,321.67,0.33,,,832,3088,0,her,318.82,318.93,0.93
833,0,Mr,322.629999,322.949999,0.00,,,833,3089,0,birthday.,318.929999,319.409999,0.97
834,0,Hornswoggle,322.949999,323.519999,NA,,,834,3090,0,And,319.7,319.82,0.00
835,0,rang,323.52,323.74,0.00,,,835,3091,0,I'm,319.82,319.92,0.00
836,0,a,323.74,323.79,0.00,,,836,3092,0,not,319.92,320.11,0.83
837,0,little,323.789999,324.009999,0.00,,,837,3093,0,supposed,320.11,320.4,0.83
838,1,bell,324.01,324.26,0.97,,,838,3094,0,to,320.4,320.47,1.00
839,0,from,324.26,324.43,0.00,,,839,3095,0,tell,320.469999,320.879999,0.70
840,0,his,324.43,324.57,0.53,,,840,3096,0,that,320.91,321.06,0.17
841,0,desk.,324.57,324.97,0.73,,,841,3097,0,I,321.059999,321.139999,0.07
842,0,That,325.62,325.84,0.07,,,842,3098,0,helped,321.15,321.46,0.10
843,0,meant,325.84,326.07,0.20,,,843,3099,0,her,321.46,321.75,0.67
844,0,it,326.08,326.17,0.33,,,844,3100,0,and,321.94,322.27,0.00
845,0,was,326.17,326.3,0.93,,,845,3101,0,it's,322.27,322.44,0.00
846,0,time,326.3,326.53,0.93,,,846,3102,0,going,322.440001,322.630001,0.03
847,0,for,326.53,326.7,0.23,,,847,3103,0,to,322.629999,322.699999,1.00
848,0,Tully's,326.73,327.03,0.00,,,848,3104,0,be,322.699999,322.889999,1.00
849,0,class,327.07,327.38,0.43,,,849,3105,0,a,322.93,323.06,0.00
850,0,to,327.39,327.52,0.80,,,850,3106,0,Whoa!,323.26,323.95,0.00
851,0,pick,327.52,327.73,0.00,,,851,3107,0,Javier,324.34,324.78,0.03
852,0,out,327.73,327.88,0.07,,,852,3108,0,don't,324.78,325.04,0.13
853,0,their,327.88,328.01,NA,,,853,3109,0,tell,325.07,325.32,0.60
854,0,favorite,328.01,328.37,0.17,,,854,3110,0,her.,325.32,325.68,0.27
855,1,books,328.37,328.68,0.80,,,855,3111,0,Lyra,326.28,326.42,0.00
856,0,for,328.69,328.81,0.10,,,856,3112,0,said,326.43,326.71,0.63
857,0,the,328.81,328.89,0.47,,,857,3113,0,holding,326.72,327.03,0.00
858,0,week,328.89,329.21,0.30,,,858,3114,0,up,327.03,327.17,0.03
859,0,and,329.28,329.43,0.50,,,859,3115,0,her,327.17,327.3,0.60
860,0,check,329.43,329.65,0.13,,,860,3116,1,hands.,327.3,327.78,0.70
861,0,them,329.65,329.79,0.50,,,861,3117,0,Lyra,328.47,328.82,0.00
862,0,out.,329.79,330,0.93,,,862,3118,0,pulled,328.82,329.1,0.00
863,0,Tully,331.04,331.38,0.27,,,863,3119,0,Tully,329.12,329.41,0.00
864,0,really,331.38,331.76,0.00,,,864,3120,0,away,329.41,329.63,0.10
865,0,wanted,331.76,332.08,0.40,,,865,3121,0,from,329.63,329.79,0.70
866,0,a,332.08,332.14,0.00,,,866,3122,0,Javier,329.79,330.35,0.53
867,0,pet,332.139999,332.409999,0.00,,,867,3123,0,and,330.45,330.63,0.73
868,0,for,332.41,332.53,0.07,,,868,3124,0,started,330.63,330.94,0.03
869,0,her,332.53,332.66,0.70,,,869,3125,0,walking,330.94,331.32,0.03
870,1,birthday.,332.66,333.26,0.37,,,870,3126,0,back,331.32,331.52,0.00
871,0,She,333.929999,334.089999,0.17,,,871,3127,0,inside.,331.52,332.02,0.00
872,0,had,334.09,334.23,0.03,,,872,3128,0,Thank,332.77,333,0.00
873,0,made,334.23,334.43,0.00,,,873,3129,0,you,333,333.09,1.00
874,0,a,334.429999,334.469999,0.57,,,874,3130,0,for,333.09,333.2,0.47
875,1,list,334.469999,334.749999,0.07,,,875,3131,0,your,333.2,333.34,0.00
876,0,for,334.75,334.88,0.03,,,876,3132,1,help!,333.34,333.76,0.67
877,0,"Mom,",334.889999,335.279999,0.00,,,877,3133,0,she,333.9,334.1,0.13
878,0,but,335.66,335.8,0.00,,,878,3134,0,called,334.099999,334.329999,0.00
879,0,she,335.8,335.91,0.80,,,879,3135,0,over,334.33,334.49,0.00
880,0,wasn't,335.91,336.19,0.00,,,880,3136,0,her,334.49,334.6,0.07
881,0,sure,336.19,336.44,0.40,,,881,3137,0,shoulder.,334.599999,335.059999,0.53
882,0,whether,336.44,336.68,0.00,,,882,3138,0,She,335.5,335.67,0.17
883,0,to,336.679999,336.809999,0.20,,,883,3139,0,whispered,335.67,336.04,0.00
884,0,ask,336.809999,337.079999,0.00,,,884,3140,0,to,336.04,336.11,0.80
885,0,for,337.08,337.52,0.67,,,885,3141,0,"Tully,",336.11,336.58,0.50
886,0,a,337.53,337.64,0.63,,,886,3142,0,New,336.969999,337.229999,0.00
887,0,parrot,337.639999,338.239999,0.00,,,887,3143,0,rule:,337.25,337.69,0.00
888,0,or,338.32,338.49,0.90,,,888,3144,0,no,338.21,338.43,0.20
889,0,a,338.49,338.58,0.80,,,889,3145,0,talking,338.429999,338.799999,0.20
890,0,St,338.58,338.85,0.00,,,890,3146,0,to,338.799999,338.869999,0.77
891,0,Bernard,338.849999,339.319999,0.77,,,891,3147,0,Javier,338.88,339.34,0.80
892,1,dog,339.33,339.84,0.27,,,892,3148,0,until,339.339999,339.669999,0.20
893,0,or,339.88,340.34,0.03,,,893,3149,0,after,339.719999,340.209999,0.37
894,0,a,340.34,340.49,0.90,,,894,3150,0,your,340.23,340.39,0.60
895,0,python,340.629999,341.179999,0.00,,,895,3151,0,birthday,340.389999,340.699999,0.80
896,0,or,341.18,341.33,0.33,,,896,3152,1,"party,",340.699999,341.119999,0.67
897,0,a,341.53,341.54,0.93,,,897,3153,0,got,341.23,341.44,0.03
898,0,"ferret,",341.54,341.76,0.00,,,898,3154,0,it?,341.440001,341.720001,0.00
899,0,so,342.39,342.55,0.10,,,899,3155,0,Tully,342.43,342.66,0.37
900,0,she,342.55,342.75,0.93,,,900,3156,0,had,342.66,342.79,0.00
901,0,used,342.75,343.08,0.00,,,901,3157,0,to,342.79,342.86,0.43
902,0,the,343.09,343.21,0.17,,,902,3158,0,promise,342.869999,343.329999,0.00
903,0,Dewey,343.21,343.46,0.00,,,903,3159,0,and,343.35,343.54,0.00
904,0,Decimal,343.46,343.83,0.80,,,904,3160,0,pinky,343.54,343.88,0.00
905,0,system,343.83,344.3,0.90,,,905,3161,0,swear,343.88,344.2,0.83
906,0,to,344.35,344.48,0.83,,,906,3162,0,three,344.25,344.57,0.00
907,0,find,344.48,344.74,0.17,,,907,3163,0,times,344.57,345.06,0.97
908,0,the,344.74,344.89,0.17,,,908,3164,0,before,345.06,345.39,0.17
909,0,animal,344.89,345.23,0.00,,,909,3165,0,Lyra,345.4,345.7,0.37
910,0,section,345.23,345.76,0.17,,,910,3166,0,let,345.71,345.9,0.17
911,0,to,345.85,345.98,0.03,,,911,3167,0,her,345.9,346.04,0.73
912,0,do,345.98,346.14,0.00,,,912,3168,0,go.,346.04,346.37,0.77
913,0,some,346.14,346.34,0.37,,,913,3169,0,What,346.75,346.94,0.00
914,1,research.,346.34,346.94,0.83,,,914,3170,0,now?,346.97,347.75,0.00
915,0,Mr,348.13,348.46,0.00,,,915,3171,0,Caleb,348.04,348.44,0.00
916,0,Hornswoggle,348.46,349.02,0.17,,,916,3172,0,asked,348.44,348.73,0.63
917,0,found,349.02,349.31,0.00,,,917,3173,0,when,348.73,348.83,0.00
918,0,her,349.31,349.49,0.20,,,918,3174,0,they,348.83,348.93,0.27
919,0,as,349.5,349.64,0.43,,,919,3175,0,got,348.93,349.12,0.23
920,0,she,349.64,349.75,0.47,,,920,3176,1,back,349.12,349.3,0.40
921,0,was,349.75,349.89,0.87,,,921,3177,0,inside.,349.3,349.84,0.13
922,0,flipping,349.89,350.26,0.00,,,922,3178,0,I,350.48,350.59,0.17
923,0,through,350.26,350.48,0.90,,,923,3179,0,feel,350.59,350.76,0.00
924,0,a,350.48,350.53,0.27,,,924,3180,0,like,350.76,350.87,0.77
925,0,book,350.53,350.81,0.83,,,925,3181,0,we're,350.87,350.99,0.00
926,0,of,350.849999,350.989999,0.03,,,926,3182,0,grasping,350.99,351.47,0.00
927,0,exotic,350.99,351.47,0.03,,,927,3183,0,at,351.469999,351.569999,0.80
928,0,pets,351.51,351.99,0.10,,,928,3184,0,the,351.57,351.69,0.03
929,0,like,352.04,352.28,0.00,,,929,3185,0,straw,351.7,352.08,0.23
930,0,monkeys,352.28,352.77,0.00,,,930,3186,0,that,352.08,352.25,0.23
931,0,and,352.8,352.98,0.80,,,931,3187,0,broke,352.25,352.51,0.57
932,0,jungle,352.98,353.32,0.00,,,932,3188,0,the,352.51,352.62,0.93
933,1,cats.,353.32,353.72,0.20,,,933,3189,0,camel's,352.62,353.08,0.97
934,0,He,354.84,355,0.33,,,934,3190,0,back!,353.13,353.66,1.00
935,0,coughed,355,355.43,0.00,,,935,3191,0,Me,354.309999,354.549999,0.00
936,0,and,355.53,355.68,0.67,,,936,3192,0,"too,",354.55,355.06,0.50
937,0,patted,355.679999,355.979999,0.00,,,937,3193,0,Alex,355.12,355.43,0.00
938,0,around,355.98,356.19,0.00,,,938,3194,0,said.,355.429999,355.779999,0.90
939,0,his,356.19,356.33,0.27,,,939,3195,0,Is,356.63,356.74,0.10
940,0,vest,356.33,356.58,0.00,,,940,3196,0,there,356.74,356.87,0.33
941,0,pockets,356.58,356.96,0.13,,,941,3197,0,anyone,356.87,357.23,0.10
942,0,for,356.969999,357.069999,0.23,,,942,3198,0,else,357.24,357.58,0.43
943,0,his,357.07,357.2,0.13,,,943,3199,0,who,357.58,357.7,0.43
944,0,glasses.,357.2,357.75,0.30,,,944,3200,0,would,357.7,357.82,0.10
945,0,The,358.18,358.35,0.03,,,945,3201,0,want,357.82,358,0.07
946,0,only,358.35,358.66,0.00,,,946,3202,0,a,358,358.06,0.10
947,0,problem,358.66,359.09,0.00,,,947,3203,0,"turtle,",358.059999,358.579999,0.70
948,0,was,359.09,359.36,0.87,,,948,3204,0,like,358.879999,359.189999,0.00
949,0,they,359.4,359.53,0.03,,,949,3205,0,for,359.190001,359.430001,0.07
950,0,were,359.529999,359.639999,0.67,,,950,3206,0,a,359.43,359.5,0.70
951,0,on,359.639999,359.749999,0.07,,,951,3207,0,pet?,359.5,359.84,0.00
952,0,his,359.75,359.95,0.57,,,952,3208,0,Caleb,360.199999,360.569999,0.00
953,1,face,359.959999,360.289999,0.27,,,953,3209,0,asked.,360.57,360.93,0.63
954,0,already.,360.29,360.78,0.33,,,954,3210,0,Alex,361.66,361.98,0.03
